u,v,key,edge_id,from,to,length
1449663024,1449663086,0,131754049,1449663086,1449663024,118.159
1449663024,2482808000,0,240550796,2482808000,1449663024,96.251
1449663033,1449663973,0,189242803,1449663033,1449663973,40.659
1449663033,2482809439,0,240550073,2482809439,1449663033,116.66
1449663033,1449663346,0,189242803,1449663346,1449663033,58.144
1449663034,8236730203,0,131753997,1449663034,8236730203,106.407
1449663034,2482807003,0,240550137,2482807003,1449663034,94.949
1449663034,1449663982,0,131753997,1449663982,1449663034,76.219
1449663038,8246708891,0,131754049,1449663038,8246708891,292.075
1449663038,1449663757,0,131754049,1449663757,1449663038,374.49899999999997
1449663038,2480665568,0,240325569,2480665568,1449663038,56.435
1449663053,1449663321,0,131754092,1449663053,1449663321,31.240000000000002
1449663053,2482808051,0,240550607,1449663053,2482808051,46.873999999999995
1449663054,8251477586,0,240325197,8251477586,1449663054,15.587
1449663054,2480665516,0,708839655,2480665516,1449663054,42.65
1449663054,2480665512,0,708839655,2480665512,1449663054,55.760000000000005
1449663071,1449664149,0,240325016,1449663071,1449664149,14.424
1449663071,1449663878,0,131754085,1449663071,1449663878,138.56900000000002
1449663071,1449663437,0,240325016,1449663437,1449663071,172.16
1449663071,2480664297,0,885836521,2480664297,1449663071,23.537
1449663077,1449663210,0,240325014,1449663077,1449663210,166.13099999999997
1449663077,1449663904,0,240325136,1449663077,1449663904,34.958
1449663077,1449663751,0,240325136,1449663751,1449663077,9.114
1449663079,8236403852,0,792410601,8236403852,1449663079,10.16
1449663079,8239329317,0,131754094,1449663079,8239329317,75.21799999999999
1449663086,2482807957,0,240550071,1449663086,2482807957,139.32299999999998
1449663089,2476145270,0,131753987,2476145270,1449663089,536.0279999999999
1449663092,1449663609,0,240325136,1449663609,1449663092,39.756
1449663092,1449664052,0,"[240325120, 131754108]",1449664052,1449663092,638.807
1449663107,2482807508,0,708673713,1449663107,2482807508,27.444
1449663107,1449663747,0,131754015,1449663107,1449663747,30.623
1449663111,5188952118,0,535296390,1449663111,5188952118,26.447
1449663121,2482806735,0,240550450,2482806735,1449663121,16.727
1449663121,2482806716,0,240550450,2482806716,1449663121,108.116
